dataset,f1,cover
apple,0.8041237113402063,0.7872438892356662
bank,1.0,1.0
bee_waggle_6,0.27956989247311825,0.4736583979430641
bitcoin,0.5984892504357932,0.7292338046253258
brent_spot,0.4791666666666666,0.5466098992747884
businv,0.33651551312649164,0.2181670889496976
centralia,0.7628865979381444,0.6746666666666667
children_per_woman,0.5800376647834274,0.7828308314220942
co2_canada,0.7729230769230769,0.6097472879052261
construction,0.4166666666666667,0.26206896551724135
debt_ireland,0.9583333333333333,0.8322751322751323
gdp_argentina,0.888888888888889,0.7202762084118015
gdp_croatia,1.0,0.8016666666666665
gdp_iran,0.888888888888889,0.4126436781609195
gdp_japan,1.0,0.7310344827586206
global_co2,0.5945945945945946,0.5960252472642533
homeruns,0.6007905138339921,0.37848399246704323
iceland_tourism,0.391304347826087,0.6429841515268652
jfk_passengers,0.43678160919540227,0.4783784135918282
lga_passengers,0.5771392879450343,0.4074281043244031
measles,0.9473684210526316,0.9511852891971232
nile,1.0,0.8879999999999999
occupancy,0.8993132046131916,0.5818102619007578
ozone,0.9655172413793104,0.8518518518518519
quality_control_1,0.4,0.7699680511182109
quality_control_2,1.0,0.9230324445872149
quality_control_3,0.8,0.8431997571341834
quality_control_4,0.6212121212121212,0.5363548261158178
quality_control_5,1.0,1.0
rail_lines,0.9655172413793104,0.7847490347490347
ratner_stock,0.34456928838951306,0.34833333333333333
robocalls,0.8,0.6679881656804734
run_log,0.5424354243542436,0.314209726443769
scanline_126007,0.7492063492063493,0.3523615186570653
scanline_42049,0.5602461538461538,0.7576434924503256
seatbelts,0.8235294117647058,0.6248320389546351
shanghai_license,0.7777777777777778,0.6970537332959535
uk_coal_employ,0.5132743362831859,0.35648072562358274
unemployment_nl,0.5861456483126111,0.415040262345603
us_population,0.042328042328042326,0.030882352941176472
usd_isk,0.8483685220729367,0.8363742756692638
well_log,0.39702602230483275,0.6364281982204057
