dataset,f1,cover
apple,0.5735294117647058,0.5888957771350188
bank,1.0,1.0
bee_waggle_6,0.3880597014925374,0.6702354409329533
bitcoin,0.4424581005586593,0.48992997821224743
brent_spot,0.4105775922059847,0.3040715360216662
businv,0.20168067226890757,0.14596022045083923
centralia,0.9090909090909091,0.5202380952380952
children_per_woman,0.3462515883100381,0.19440178377055453
co2_canada,0.7573554088824254,0.5388595539435485
construction,0.47619047619047616,0.3354141111262551
debt_ireland,0.9583333333333333,0.8322751322751323
gdp_argentina,0.888888888888889,0.7202762084118015
gdp_croatia,0.8235294117647058,0.7083333333333333
gdp_iran,0.6052631578947368,0.5287906046976512
gdp_japan,0.888888888888889,0.802140309155767
global_co2,0.7536231884057971,0.5983275546954792
homeruns,0.7622950819672132,0.6366647463691215
iceland_tourism,0.6428571428571429,0.6368375209380235
jfk_passengers,0.3770491803278689,0.3296244056083054
lga_passengers,0.5756823821339951,0.4766499582586863
measles,0.10465116279069767,0.27729566094853686
nile,1.0,0.8879999999999999
occupancy,0.611562218058158,0.5617707742511422
ozone,0.53125,0.5420875420875421
quality_control_1,0.4,0.564922331166685
quality_control_2,0.5454545454545455,0.6052375407732032
quality_control_3,0.6666666666666666,0.5002717310161545
quality_control_4,0.7263157894736841,0.5440002519379845
quality_control_5,1.0,1.0
rail_lines,0.9655172413793104,0.7525856220593062
ratner_stock,0.2828282828282828,0.3014656862745098
robocalls,0.8333333333333333,0.44644970414201185
run_log,0.4455958549222798,0.3035168628338615
scanline_126007,0.7737226277372262,0.3459671384919938
scanline_42049,0.5325732899022801,0.6661515224344171
seatbelts,0.6829268292682926,0.7909485601658522
shanghai_license,0.6511627906976744,0.6872976357349779
uk_coal_employ,0.5132743362831859,0.35648072562358274
unemployment_nl,0.5630366018978763,0.2750370025796084
us_population,0.0898876404494382,0.06862745098039216
usd_isk,0.6141732283464567,0.7182191905102121
well_log,0.4895209580838324,0.6434096541075027
